Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Erosion state,Encoded erosion state,3 connectivity,1 connectivity,2 connectivity,4 connectivity,5 connectivity,Norm Initial X,Norm Initial Y,Norm Initial Z,Threshold Z,Norm2 Initial Z,Norm Connectivity,EffectivePassing,CloggingProb
125,0.1236154,0.07703898,0.3077346,0,ERODED,1,1,1,1,1,1,0.256710568,0.08248844,0.903489419,1,0.729775779,0,0,0.676034428
127,0.1774264,0.1250556,0.2665299,0,Not eroded,0,1,1,1,1,1,0.454679302,0.260180085,0.756106913,1,0.317113014,0,0.566523605,0.525448638
128,0.08601811,0.292497,0.2957379,0,Not eroded,0,1,1,1,1,1,0.118391491,0.879818407,0.860579176,1,0.6096295,0,0,0.002531068
130,0.2672113,0.06522112,0.2798077,0,ERODED,1,1,1,1,1,1,0.78499472,0.038754937,0.803599443,1,0.450089438,0,0,0.856418777
131,0.09386347,0.289341,0.2797217,0,Not eroded,0,1,1,1,1,1,0.147254288,0.868139225,0.803291835,1,0.449228153,0,0.43776824,0
134,0.3248738,0.1329769,0.2792748,0,Not eroded,0,1,1,1,1,1,0.997132983,0.289493869,0.801693346,1,0.444752475,0,0,0.50890043
136,0.08127453,0.1831709,0.2541592,4,Not eroded,0,0,0,0,1,1,0.10094003,0.475243188,0.711858932,1,0.193221146,0.571428571,0,2.59E-05
138,0.3251012,0.167653,0.272589,3,Not eroded,0,1,0,0,1,1,0.99796958,0.417817213,0.777779328,1,0.377794562,0.428571429,0,0.000355795
139,0.2996224,0.3246523,0.236902,0,Not eroded,0,1,1,1,1,1,0.904233991,0.998813209,0.650132736,1,0.020391254,0,0,0.024740606
142,0.238892,0.3247083,0.2393663,3,Not eroded,0,1,0,0,1,1,0.680809034,0.999020444,0.658947136,1,0.045071081,0.428571429,0,0.374625766
153,0.1002063,0.3246381,0.2980875,0,ERODED,1,1,1,1,1,1,0.170589331,0.99876066,0.868983313,1,0.633160612,0,0.120171674,0
161,0.1988568,0.3114748,0.3020107,0,ERODED,1,1,1,1,1,1,0.533520973,0.950048184,0.883015961,1,0.672451241,0,0,0.848065173
168,0.310413,0.2137356,0.2401119,5,Not eroded,0,0,0,0,0,1,0.94393222,0.58835177,0.661614026,1,0.052538223,0.714285714,0,0.005853895
177,0.05446285,0.1097934,0.271587,0,Not eroded,0,1,1,1,1,1,0.002300824,0.203700361,0.774195337,1,0.367759588,0,0.334763948,0
180,0.2654166,0.05525392,0.2621752,0,ERODED,1,1,1,1,1,1,0.778392083,0.001870038,0.74053086,1,0.273500938,0,0.30472103,0
181,0.1968677,0.3043269,0.3224951,0,ERODED,1,1,1,1,1,1,0.526203145,0.923596466,0.956285326,1,0.87760136,0,0,0.76511119
182,0.3209037,0.2976076,0.3244928,0,ERODED,1,1,1,1,1,1,0.982527128,0.898730836,0.963430774,1,0.897608214,0,0,0.382217507
183,0.2712443,0.2256147,0.2585595,0,Not eroded,0,1,1,1,1,1,0.799831982,0.6323119,0.727598089,1,0.237289905,0,0.583690987,0.715220501
185,0.3249069,0.286677,0.3061421,0,ERODED,1,1,1,1,1,1,0.997254757,0.858280753,0.897793306,1,0.71382698,0,0.137339056,0
192,0.08920866,0.2721609,0.2503592,3,Not eroded,0,1,0,0,1,1,0.130129409,0.804562068,0.698266951,1,0.155164359,0.428571429,0.776824034,0.476619988
194,0.1107978,0.195235,0.3207535,0,ERODED,1,1,1,1,1,1,0.209555079,0.519887933,0.950055906,1,0.860159334,0,0.068669528,0.04864064
195,0.08275009,0.2050136,0.3173091,0,ERODED,1,1,1,1,1,1,0.106368563,0.556074893,0.937735848,1,0.82566386,0,0,0.195793801
198,0.2767454,0.2043804,0.2553721,0,Not eroded,0,1,1,1,1,1,0.820070331,0.553731656,0.716197278,1,0.205368272,0,0.622317597,0.523976271
201,0.1873888,0.2930653,0.3254738,2,Not eroded,0,1,0,1,1,1,0.491330613,0.881921474,0.966939651,1,0.907432874,0.285714286,0.0472103,0.5761691
208,0.1120399,0.195197,0.3066057,0,Not eroded,0,1,1,1,1,1,0.21412472,0.519747309,0.899451528,1,0.718469908,0,0.167381974,0.044943753
213,0.2759482,0.2425838,0.2752449,0,Not eroded,0,1,1,1,1,1,0.817137461,0.695108225,0.78727905,1,0.404393252,0,0.407725322,0
218,0.1845498,0.1746521,0.3250198,0,Not eroded,0,1,1,1,1,1,0.480886034,0.443718278,0.965315767,1,0.902886089,0,0.077253219,0
219,0.1507963,0.2576433,0.2882081,5,Not eroded,0,0,0,0,0,1,0.356708122,0.750837831,0.833646307,1,0.534218974,0.714285714,0.334763948,0
220,0.1264283,0.2808442,0.2760033,6,Not eroded,0,0,0,0,0,0,0.267059126,0.83669573,0.789991723,1,0.411988585,0.857142857,0.566523605,0.47569264
227,0.2648034,0.1690858,0.2533779,0,Not eroded,0,1,1,1,1,1,0.776136142,0.423119473,0.709064349,1,0.185396471,0,0.587982833,0
230,0.1583364,0.1325983,0.284815,0,ERODED,1,1,1,1,1,1,0.384447879,0.288092811,0.82150974,1,0.500237267,0,0.386266094,0.499952253
231,0.2906514,0.05520997,0.2543922,0,Not eroded,0,1,1,1,1,1,0.871230005,0.001707396,0.712692335,1,0.195554628,0,0.356223176,0
234,0.3032042,0.2792865,0.2687043,3,Not eroded,0,1,0,0,1,1,0.917411304,0.830931262,0.763884388,1,0.338889509,0.428571429,0,0.061655408
236,0.1662544,0.3185594,0.2382234,0,Not eroded,0,1,1,1,1,1,0.413577916,0.976265653,0.654859169,1,0.033625001,0,0,0.810750009
241,0.07371956,0.167317,0.2430762,4,Not eroded,0,0,0,0,1,1,0.073145568,0.416573802,0.672216845,1,0.082225522,0.571428571,0,0.379969787
246,0.1126928,0.2935766,0.2734113,3,Not eroded,0,1,0,0,1,1,0.216526716,0.883813605,0.780720561,1,0.38602985,0.428571429,0.570815451,0.556290017
247,0.165917,0.2995779,0.2438367,3,Not eroded,0,1,0,0,1,1,0.412336633,0.906022184,0.67493703,1,0.089841887,0.428571429,0,0.728193868
248,0.3064033,0.2765463,0.2584495,3,Not eroded,0,1,0,0,1,1,0.929180678,0.820790801,0.727204637,1,0.236188261,0.428571429,0,0.450358921
260,0.1816898,0.1100734,0.2469643,2,Not eroded,0,1,0,1,1,1,0.470364197,0.204736537,0.686123946,1,0.121164625,0.285714286,0.738197425,0
263,0.3248613,0.08764506,0.2989125,0,ERODED,1,1,1,1,1,1,0.997086996,0.121737596,0.871934203,1,0.641422941,0,0,0.414292775
265,0.1647464,0.1485948,0.2667854,0,Not eroded,0,1,1,1,1,1,0.408030038,0.347289906,0.757020795,1,0.319671833,0,0.519313305,0
267,0.09241207,0.223426,0.3249968,0,ERODED,1,1,1,1,1,1,0.14191464,0.624212335,0.9652335,1,0.902655746,0,0.051502146,0.058703665
270,0.283967,0.3198238,0.2866001,0,Not eroded,0,1,1,1,1,1,0.846638337,0.980944727,0.827894752,1,0.518114944,0,0.30472103,0
274,0.06946018,0.09250857,0.2521284,0,Not eroded,0,1,1,1,1,1,0.057475462,0.139735637,0.704595091,1,0.172882798,0,0,0.310938508
275,0.235294,0.06500877,0.2799279,0,ERODED,1,1,1,1,1,1,0.667572121,0.037969109,0.804029379,1,0.451293235,0,0.39055794,0
276,0.09126826,0.2342089,0.2664008,2,Not eroded,0,1,0,1,1,1,0.137706604,0.664115836,0.755645143,1,0.315820085,0.285714286,0.472103004,0.065020129
277,0.2867874,0.1046592,0.284863,0,Not eroded,0,1,1,1,1,1,0.857014488,0.184700598,0.821681428,1,0.500717985,0,0.377682403,0.457065351
279,0.2169755,0.2518295,0.3181387,3,Not eroded,0,1,0,0,1,1,0.600179018,0.729323121,0.940703192,1,0.833972258,0.428571429,0.141630901,0
280,0.3248982,0.2188874,0.3260661,0,ERODED,1,1,1,1,1,1,0.99722275,0.607416665,0.969058212,1,0.913364725,0,0.017167382,0
283,0.1417162,0.3090799,0.3251349,0,ERODED,1,1,1,1,1,1,0.323302761,0.94118555,0.965727461,1,0.904038809,0,0,0.241914302
286,0.1545273,0.2378385,0.2665458,0,Not eroded,0,1,1,1,1,1,0.370434337,0.677547635,0.756163785,1,0.317272252,0,0.549356223,0.636361408
292,0.1918046,0.2412627,0.3212183,0,ERODED,1,1,1,1,1,1,0.507576183,0.690219325,0.95171842,1,0.86481428,0,0.128755365,0
297,0.2270341,0.05518843,0.2812313,0,ERODED,1,1,1,1,1,1,0.637184246,0.001627684,0.808691428,1,0.464346713,0,0.334763948,0
301,0.1701824,0.1126529,0.2875982,0,ERODED,1,1,1,1,1,1,0.428028886,0.214282307,0.831464794,1,0.52811086,0,0.386266094,0
302,0.06548473,0.15165,0.2963023,0,ERODED,1,1,1,1,1,1,0.042849924,0.358596065,0.862597943,1,0.615281934,0,0,0.823547239
308,0.2699862,0.2158334,0.256828,0,Not eroded,0,1,1,1,1,1,0.795203477,0.596114948,0.721404796,1,0.219949029,0,0.60944206,0.84507577
315,0.2454125,0.2632113,0.2403948,3,Not eroded,0,1,0,0,1,1,0.704797719,0.771442928,0.662625914,1,0.055371451,0.428571429,0.854077253,0.963940614
317,0.08230204,0.08564266,0.250134,4,Not eroded,0,0,0,0,1,1,0.104720203,0.114327458,0.697461447,1,0.152908994,0.571428571,0,0.004384387
318,0.06309962,0.05594457,0.3086278,0,ERODED,1,1,1,1,1,1,0.03407519,0.004425877,0.90668425,1,0.738721127,0,0.060085837,0
323,0.1285297,0.3241075,0.2807283,0,Not eroded,0,1,1,1,1,1,0.274790101,0.996797107,0.806892279,1,0.459309196,0,0,0.115802059
327,0.3250636,0.2866158,0.2577041,3,Not eroded,0,1,0,0,1,1,0.997831251,0.858054274,0.724538463,1,0.228723121,0.428571429,0.39055794,0
330,0.3166496,0.2161555,0.2551814,5,Not eroded,0,0,0,0,0,1,0.966876447,0.59730692,0.715515175,1,0.203458422,0.714285714,0,0.004048881
332,0.3066074,0.236707,0.2555952,0,Not eroded,0,1,1,1,1,1,0.929931555,0.673360375,0.716995271,1,0.207602606,0,0,0.442672493
333,0.2633804,0.2615076,0.3193606,0,ERODED,1,1,1,1,1,1,0.770900976,0.765138168,0.945073729,1,0.846209518,0,0.090128755,0
337,0.2002716,0.2801292,0.2375044,0,Not eroded,0,1,1,1,1,1,0.538725971,0.834049781,0.652287423,1,0.026424256,0,0.824034335,0.513015455
340,0.08945208,0.3246798,0.2444853,0,Not eroded,0,1,1,1,1,1,0.131024943,0.998914976,0.677256966,1,0.096337579,0,0.566523605,0
343,0.2170126,0.2712934,0.2686095,0,Not eroded,0,1,1,1,1,1,0.600315508,0.801351773,0.763545304,1,0.337940092,0,0.519313305,0
348,0.2216889,0.1682172,0.2768276,0,Not eroded,0,1,1,1,1,1,0.617519447,0.419905108,0.79294011,1,0.420243904,0,0.450643777,0.351756993
350,0.2911615,0.1669439,0.270382,4,Not eroded,0,0,0,0,1,1,0.873106644,0.415193098,0.769885248,1,0.35569158,0.571428571,0.47639485,0.389891395
351,0.1376944,0.275537,0.2604627,4,Not eroded,0,0,0,0,1,1,0.308506703,0.817055757,0.734405526,1,0.256350346,0.571428571,0.716738197,0
352,0.0607686,0.3245983,0.2910815,0,Not eroded,0,1,1,1,1,1,0.025499452,0.998613375,0.843923991,1,0.562995914,0,0.141630901,0
356,0.2604031,0.2178365,0.2547712,3,Not eroded,0,1,0,0,1,1,0.759947597,0.603527675,0.714047957,1,0.199350292,0.428571429,0.652360515,0.862854301
359,0.05444239,0.1996276,0.2508184,4,Not eroded,0,0,0,0,1,1,0.002225553,0.536143311,0.699909434,1,0.159763221,0.571428571,0,0.646441807
362,0.2935721,0.1606739,0.2797743,0,Not eroded,0,1,1,1,1,1,0.881975155,0.391990161,0.803479977,1,0.449754939,0,0.433476395,0
364,0.06074634,0.09241186,0.2714931,0,ERODED,1,1,1,1,1,1,0.025417558,0.139377749,0.773859472,1,0.366819185,0,0,0.260761733
371,0.08493765,0.05522372,0.2519176,0,Not eroded,0,1,1,1,1,1,0.114416517,0.001758279,0.703841094,1,0.170771648,0,0,0.375728712
375,0.09579535,0.3109357,0.2788314,0,Not eroded,0,1,1,1,1,1,0.154361605,0.948053176,0.800107377,1,0.440311848,0,0,0.622989707
377,0.1126026,0.08941671,0.2573343,2,Not eroded,0,1,0,1,1,1,0.216194873,0.128293813,0.723215748,1,0.225019595,0.285714286,0.592274678,0
380,0.2540348,0.05538455,0.2502983,0,ERODED,1,1,1,1,1,1,0.73651885,0.002353451,0.698049121,1,0.154554449,0,0,0.413659591
383,0.2059839,0.1639637,0.2751712,0,Not eroded,0,1,1,1,1,1,0.559741317,0.404164487,0.787015437,1,0.40365515,0,0.472103004,0
385,0.2146092,0.3086094,0.3228558,0,ERODED,1,1,1,1,1,1,0.591473486,0.939444405,0.957575491,1,0.88121375,0,0,0.757698429
394,0.2859567,0.3153653,0.2773251,0,Not eroded,0,1,1,1,1,1,0.853958372,0.964445477,0.794719587,1,0.425226338,0,0,0.025360633
398,0.2687875,0.0553101,0.2730495,0,ERODED,1,1,1,1,1,1,0.790793503,0.00207794,0.779426461,1,0.382406444,0,0,0.394174113
399,0.2743696,0.1069929,0.2872801,0,ERODED,1,1,1,1,1,1,0.811329848,0.193336753,0.830327002,1,0.524925106,0,0.386266094,0.702182909
409,0.1509529,0.3213745,0.2805712,0,Not eroded,0,1,1,1,1,1,0.357284248,0.98668329,0.806330358,1,0.457735848,0,0,0.006817002
413,0.2349827,0.2392589,0.2921024,0,Not eroded,0,1,1,1,1,1,0.66642686,0.682804007,0.847575584,1,0.573220171,0,0.347639485,0
415,0.1998796,0.06310446,0.2828935,3,Not eroded,0,1,0,0,1,1,0.537283817,0.030921966,0.814636847,1,0.480993553,0.428571429,0,0.626170258
418,0.2298946,0.3003197,0.321626,0,ERODED,1,1,1,1,1,1,0.647707923,0.908767309,0.953176696,1,0.868897372,0,0,0.756058787
421,0.1248694,0.06233571,0.3116857,0,ERODED,1,1,1,1,1,1,0.261323989,0.028077108,0.917621861,1,0.769345824,0,0,0.605638776
425,0.122321,0.1557165,0.2961157,0,ERODED,1,1,1,1,1,1,0.251948517,0.373644668,0.861930505,1,0.613413145,0,0.261802575,0
437,0.2309946,0.2808102,0.2956217,0,Not eroded,0,1,1,1,1,1,0.651754783,0.836569909,0.860163547,1,0.608465763,0,0.347639485,0.234186342
439,0.1041176,0.2984882,0.2920645,0,Not eroded,0,1,1,1,1,1,0.184978863,0.901989609,0.847440022,1,0.572840604,0,0,0.450530816
440,0.3174446,0.2795694,0.2690187,0,ERODED,1,1,1,1,1,1,0.969801224,0.83197817,0.765008946,1,0.342038207,0,0,0.292672366
441,0.1068454,0.191715,0.2851887,5,Not eroded,0,0,0,0,0,1,0.195014342,0.506861723,0.822846404,1,0.503979852,0.714285714,0.35193133,0.051875137
447,0.206802,0.2078793,0.3222821,0,ERODED,1,1,1,1,1,1,0.562751078,0.566679783,0.955523459,1,0.875468177,0,0.107296137,0.767837685
463,0.3250477,0.2283219,0.2673945,5,Not eroded,0,0,0,0,0,1,0.997772755,0.64233024,0.759199447,1,0.325771935,0.714285714,0,0.064862406
471,0.141618,0.2866744,0.2508683,2,Not eroded,0,1,0,1,1,1,0.322941486,0.858271131,0.700087919,1,0.160262967,0.285714286,0.798283262,0
472,0.147395,0.3182767,0.3250195,0,ERODED,1,1,1,1,1,1,0.344194861,0.975219485,0.965314694,1,0.902883085,0,0,0.002525916
475,0.2856457,0.2593169,0.2692833,0,Not eroded,0,1,1,1,1,1,0.852814214,0.757031202,0.765955377,1,0.344688161,0,0.510729614,0
476,0.2179676,0.2933925,0.2754919,0,Not eroded,0,1,1,1,1,1,0.603828919,0.88313232,0.788162529,1,0.406866943,0,0,0.243818728
477,0.08246588,0.1598017,0.2742217,5,Not eroded,0,0,0,0,0,1,0.105322964,0.388762473,0.78361923,1,0.394145961,0.714285714,0,0.319845196
482,0.06069969,0.07624535,0.3027947,0,ERODED,1,1,1,1,1,1,0.025245934,0.079551511,0.885820201,1,0.680302957,0,0,0.004097078
483,0.3100712,0.2838265,0.3210448,0,ERODED,1,1,1,1,1,1,0.94267475,0.847732113,0.951097839,1,0.863076687,0,0,0.459184064
486,0.1234906,0.2593941,0.2751794,5,Not eroded,0,0,0,0,0,1,0.256251434,0.757316891,0.787044767,1,0.403737273,0.714285714,0.43776824,0.773385878
487,0.2133454,0.2970795,0.2409396,4,Not eroded,0,0,0,0,1,1,0.586824011,0.896776535,0.664574575,1,0.060827592,0.571428571,0,0.246258734
502,0.173603,0.2970999,0.2645545,0,Not eroded,0,1,1,1,1,1,0.440613151,0.896852028,0.749041229,1,0.297329494,0,0,0.388072699
504,0.1479195,0.2664007,0.2779633,5,Not eroded,0,0,0,0,0,1,0.346124478,0.78324571,0.797002324,1,0.431617875,0.714285714,0.446351931,0
510,0.2651729,0.2426659,0.2716515,0,Not eroded,0,1,1,1,1,1,0.777495519,0.695412047,0.774426043,1,0.368405552,0,0.446351931,0
514,0.3151652,0.2947541,0.2928418,0,ERODED,1,1,1,1,1,1,0.961415393,0.888171095,0.850220297,1,0.58062522,0,0,0.59068422
515,0.2223559,0.2056286,0.3056755,2,Not eroded,0,1,0,1,1,1,0.619973316,0.55835078,0.896124354,1,0.709154007,0.285714286,0.283261803,0
520,0.1334939,0.1028521,0.3328663,0,ERODED,1,1,1,1,1,1,0.293053215,0.178013193,0.99338142,1,0.981468348,0,0.004291845,0
525,0.162694,0.2146049,0.264434,0,Not eroded,0,1,1,1,1,1,0.400479332,0.591568726,0.74861022,1,0.296122693,0,0.536480687,0
526,0.3001183,0.1010281,0.2579103,0,Not eroded,0,1,1,1,1,1,0.906058389,0.171263247,0.725276007,1,0.230788203,0,0,0.004499871
529,0.06498284,0.1628373,0.2767853,4,Not eroded,0,0,0,0,1,1,0.041003489,0.3999961,0.79278881,1,0.419820271,0.571428571,0,0.54394777
531,0.2189208,0.1999813,0.3132409,0,ERODED,1,1,1,1,1,1,0.607335707,0.537452224,0.923184558,1,0.784921065,0,0.210300429,0
532,0.1496359,0.2139145,0.2620602,0,Not eroded,0,1,1,1,1,1,0.352439052,0.589013813,0.740119524,1,0.272349219,0,0.545064378,0
535,0.06408929,0.1614389,0.2999075,0,ERODED,1,1,1,1,1,1,0.037716151,0.394821141,0.875493156,1,0.65138781,0,0,0.581804045
536,0.2071644,0.324704,0.2655716,3,Not eroded,0,1,0,0,1,1,0.564084334,0.999004531,0.75267923,1,0.307515694,0.428571429,0,0.393349083
540,0.2022108,0.0551707,0.2892865,3,Not eroded,0,1,0,0,1,1,0.545860218,0.001562072,0.837503568,1,0.54501909,0.428571429,0,0.405753116
543,0.2476033,0.3156507,0.3161944,0,ERODED,1,1,1,1,1,1,0.712857593,0.965501636,0.933748747,1,0.814500202,0,0,0.928631154
544,0.125993,0.1432077,0.2974987,0,ERODED,1,1,1,1,1,1,0.265457673,0.327354253,0.866877271,1,0.627263813,0,0.248927039,0.640966343
551,0.201822,0.05504473,0.3098183,3,Not eroded,0,1,0,0,1,1,0.544429837,0.001095904,0.910942475,1,0.750643918,0.428571429,0,0.400639626
552,0.1048414,0.1424422,0.3133968,0,ERODED,1,1,1,1,1,1,0.187641698,0.324521423,0.923742187,1,0.786482395,0,0.107296137,0.569373355
557,0.1075151,0.3175613,0.3194458,0,ERODED,1,1,1,1,1,1,0.197478144,0.972572056,0.945378476,1,0.847062791,0,0,0.656638529
559,0.1995728,0.0872194,0.3258862,0,ERODED,1,1,1,1,1,1,0.536155111,0.120162387,0.968414739,1,0.911563037,0,0.021459227,0.640480651
560,0.06230665,0.06146878,0.2907894,0,ERODED,1,1,1,1,1,1,0.031157882,0.024868923,0.842879197,1,0.560070549,0,0,1.05E-07
562,0.1349215,0.2851245,0.259405,0,Not eroded,0,1,1,1,1,1,0.298305304,0.852535528,0.730622305,1,0.24575754,0,0.789699571,0
565,0.2170633,0.268086,0.2980615,0,Not eroded,0,1,1,1,1,1,0.600502031,0.789482379,0.868890315,1,0.632900224,0,0.317596567,0
566,0.06248159,0.1623752,0.2671171,3,Not eroded,0,1,0,0,1,1,0.03180148,0.398286039,0.758207232,1,0.32299379,0.428571429,0,0.524973227
569,0.2219985,0.10044,0.3130004,0,ERODED,1,1,1,1,1,1,0.618658455,0.169086908,0.922324329,1,0.782512471,0,0.115879828,0.590103849
573,0.2121873,0.1468409,0.2697532,0,Not eroded,0,1,1,1,1,1,0.582563403,0.340799375,0.767636133,1,0.349394184,0,0.545064378,0
586,0.2623531,0.3240303,0.3050966,0,ERODED,1,1,1,1,1,1,0.767121577,0.996511418,0.894053723,1,0.703356356,0,0,0.394404964
587,0.05444699,0.2068894,0.243974,3,Not eroded,0,1,0,0,1,1,0.002242476,0.563016531,0.67542813,1,0.091216938,0.428571429,0.557939914,0
588,0.05491537,0.05658194,0.3003833,0,ERODED,1,1,1,1,1,1,0.003965629,0.006784546,0.877195016,1,0.656152921,0,0.060085837,0
598,0.2610005,0.1196454,0.3085527,0,ERODED,1,1,1,1,1,1,0.76214541,0.240158948,0.90641563,1,0.737969004,0,0.150214592,0
603,0.3247417,0.2965218,0.2894712,0,ERODED,1,1,1,1,1,1,0.996646992,0.894712695,0.83816421,1,0.54686885,0,0,0.287434324
604,0.2050205,0.1081403,0.2432477,0,Not eroded,0,1,1,1,1,1,0.556197003,0.197582853,0.672830273,1,0.083943085,0,0.699570815,0.482233745
607,0.1834726,0.06624835,0.245204,0,Not eroded,0,1,1,1,1,1,0.476923054,0.042556333,0.679827639,1,0.10353532,0,0,0.400354666
609,0.1126431,0.1104308,0.2628758,0,Not eroded,0,1,1,1,1,1,0.216343871,0.206059142,0.743036792,1,0.280517407,0,0.622317597,0.362882093
613,0.2925435,0.09163955,0.3231041,2,Not eroded,0,1,0,1,1,1,0.878190972,0.136519717,0.95846362,1,0.883700461,0.285714286,0.0472103,0
615,0.2591651,0.05533986,0.2702021,0,ERODED,1,1,1,1,1,1,0.755393039,0.00218807,0.769241775,1,0.353889892,0,0,0.433764831
617,0.09922656,0.2698417,0.2362033,3,Not eroded,0,1,0,0,1,1,0.166984903,0.795979571,0.6476336,1,0.013393813,0.428571429,0.969957082,0.364261001
