Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Erosion state,Encoded erosion state,3 connectivity,1 connectivity,2 connectivity,4 connectivity,5 connectivity,Norm Initial X,Norm Initial Y,Norm Initial Z,Threshold Z,Norm2 Initial Z,Norm Connectivity,EffectivePassing,CloggingProb
125,0.173,0.288,0.2626524,0,Not eroded,0,1,1,1,1,1,0.439321284,0.859675037,0.739088698,1,0.188279557,0,0.60546875,0
126,0.104,0.325,0.3200765,0,ERODED,1,1,1,1,1,1,0.184802656,0.996307238,0.943372692,1,0.823826936,0,0.05859375,0
131,0.159,0.18,0.3359944,0,ERODED,1,1,1,1,1,1,0.387679823,0.460856721,1,1,1,0,0,0
133,0.298,0.118,0.3154052,0,ERODED,1,1,1,1,1,1,0.900405754,0.231905465,0.926754725,1,0.772126823,0,0,0.219894951
134,0.0633,0.107,0.2490981,0,Not eroded,0,1,1,1,1,1,0.034673552,0.191285081,0.690869805,1,0.03826589,0,0,0.933434903
136,0.247,0.133,0.2508856,0,Not eroded,0,1,1,1,1,1,0.71228329,0.287296898,0.697228766,1,0.058049237,0,0.7421875,0
140,0.0692,0.325,0.2666791,0,Not eroded,0,1,1,1,1,1,0.056436739,0.996307238,0.753413526,1,0.232845491,0,0,0.000313684
142,0.258,0.126,0.3249277,0,ERODED,1,1,1,1,1,1,0.752858724,0.261447563,0.960630647,1,0.877518112,0,0.06640625,0
144,0.25,0.138,0.2917947,0,Not eroded,0,1,1,1,1,1,0.723349318,0.305760709,0.842761293,1,0.510815085,0,0.35546875,0
148,0.324,0.182,0.3244029,0,ERODED,1,1,1,1,1,1,0.996311324,0.468242245,0.958763691,1,0.871709832,0,0,0.672568533
155,0.0618,0.208,0.2620201,6,Not eroded,0,0,0,0,0,0,0.029140539,0.564254062,0.736839315,1,0.181281509,0.857142857,0,0.849517254
157,0.132,0.216,0.3010419,0,ERODED,1,1,1,1,1,1,0.288085577,0.59379616,0.875657846,1,0.613159461,0,0.1796875,0
160,0.224,0.184,0.3242508,0,ERODED,1,1,1,1,1,1,0.627443748,0.47562777,0.958222601,1,0.870026449,0,0.08203125,0.372510652
162,0.26,0.0913,0.307763,1,ERODED,1,1,1,1,1,1,0.760236075,0.133308715,0.899567897,1,0.687545956,0.142857143,0.31640625,0.273540604
163,0.23,0.0725,0.3251823,0,ERODED,1,1,1,1,1,1,0.649575802,0.063884786,0.961536376,1,0.880335925,0,0,0.487466834
164,0.188,0.0618,0.2737611,0,Not eroded,0,1,1,1,1,1,0.49465142,0.02437223,0.778607465,1,0.311226285,0,0,0.621075496
168,0.324,0.255,0.3268051,0,ERODED,1,1,1,1,1,1,0.996311324,0.737813885,0.967309424,1,0.898296438,0,0,0.015094952
169,0.257,0.0703,0.2799158,0,ERODED,1,1,1,1,1,1,0.749170048,0.055760709,0.80050257,1,0.379344086,0,0,0.902161787
171,0.0893,0.317,0.2880146,4,Not eroded,0,0,0,0,1,1,0.130579122,0.96676514,0.829313734,1,0.468978423,0.571428571,0,0.197739548
172,0.275,0.226,0.3176404,0,ERODED,1,1,1,1,1,1,0.815566212,0.630723781,0.934706361,1,0.796865139,0,0.1015625,0
173,0.199,0.0834,0.2883946,3,Not eroded,0,1,0,0,1,1,0.535226854,0.104135894,0.83066557,1,0.473184114,0.428571429,0,0.669492433
174,0.227,0.228,0.3269673,0,ERODED,1,1,1,1,1,1,0.638509775,0.638109306,0.967886444,1,0.900091604,0,0.02734375,0
178,0.193,0.294,0.2841819,0,Not eroded,0,1,1,1,1,1,0.513094799,0.88183161,0.815679054,1,0.426559605,0,0.32421875,0
184,0.107,0.114,0.3165136,0,ERODED,1,1,1,1,1,1,0.195868683,0.217134417,0.930697814,1,0.784394159,0,0.109375,0
186,0.0951,0.308,0.2982856,4,Not eroded,0,0,0,0,1,1,0.151973442,0.933530281,0.865852416,1,0.582653816,0.571428571,0,0.276251835
200,0.197,0.217,0.3167404,0,ERODED,1,1,1,1,1,1,0.527849502,0.597488922,0.931504647,1,0.786904292,0,0.140625,0
202,0.277,0.248,0.2617171,4,Not eroded,0,0,0,0,1,1,0.822943563,0.711964549,0.735761405,1,0.177928024,0.571428571,0.44921875,0
216,0.191,0.293,0.3252301,0,ERODED,1,1,1,1,1,1,0.505717447,0.878138848,0.961706423,1,0.880864956,0,0.046875,0
220,0.205,0.0555,0.3133858,0,ERODED,1,1,1,1,1,1,0.557358908,0.001107829,0.919570788,1,0.749776897,0,0.15625,0
239,0.264,0.0608,0.3182321,0,ERODED,1,1,1,1,1,1,0.774990778,0.020679468,0.936811311,1,0.803413842,0,0,0.521861748
241,0.0945,0.237,0.2539462,0,Not eroded,0,1,1,1,1,1,0.149760236,0.671344165,0.708116731,1,0.091922756,0,0.640625,0
242,0.269,0.146,0.2888737,0,Not eroded,0,1,1,1,1,1,0.793434157,0.335302806,0.832369949,1,0.478486604,0,0.3828125,0
245,0.195,0.292,0.3070853,0,Not eroded,0,1,1,1,1,1,0.52047215,0.874446086,0.897157005,1,0.680045438,0,0.16015625,0
257,0.309,0.261,0.323738,0,ERODED,1,1,1,1,1,1,0.940981188,0.759970458,0.956398335,1,0.86435098,0,0,0.564308325
262,0.281,0.241,0.2467411,0,Not eroded,0,1,1,1,1,1,0.837698266,0.686115214,0.682484869,1,0.01217954,0,0.578125,0.087191425
264,0.194,0.24,0.2731309,0,Not eroded,0,1,1,1,1,1,0.516783475,0.682422452,0.776365553,1,0.304251479,0,0.55078125,0
270,0.137,0.0986,0.2990594,0,ERODED,1,1,1,1,1,1,0.306528956,0.160265879,0.868605179,1,0.59121793,0,0.26171875,0
272,0.278,0.176,0.3185331,0,ERODED,1,1,1,1,1,1,0.826632239,0.446085672,0.937882107,1,0.806745191,0,0,0.000465276
275,0.235,0.0665,0.3189366,0,ERODED,1,1,1,1,1,1,0.668019181,0.041728213,0.939317542,1,0.811210971,0,0,0.003848965
276,0.0891,0.129,0.2690676,0,Not eroded,0,1,1,1,1,1,0.129841387,0.272525849,0.761910522,1,0.25928047,0,0.41796875,0
278,0.292,0.189,0.258727,0,Not eroded,0,1,1,1,1,1,0.8782737,0.494091581,0.725124241,1,0.144834772,0,0,0.001949127
281,0.284,0.113,0.2800992,0,Not eroded,0,1,1,1,1,1,0.848764294,0.213441654,0.801155008,1,0.381373885,0,0.56640625,0
282,0.0928,0.259,0.3023719,2,Not eroded,0,1,0,1,1,1,0.143489487,0.752584934,0.880389269,1,0.627879379,0.285714286,0.22265625,0.084606748
283,0.325,0.109,0.2894928,5,Not eroded,0,0,0,0,0,1,1,0.198670606,0.834572373,1,0.48533856,0.714285714,0.26953125,0
288,0.24,0.184,0.2668013,0,Not eroded,0,1,1,1,1,1,0.68646256,0.47562777,0.753848248,1,0.234197952,0,0.58203125,0.700662387
289,0.135,0.157,0.2868738,0,Not eroded,0,1,1,1,1,1,0.299151605,0.375923191,0.825255383,1,0.456352497,0,0.328125,0.488386425
297,0.0548,0.304,0.2705364,0,Not eroded,0,1,1,1,1,1,0.003319808,0.918759232,0.76713572,1,0.275536572,0,0.2734375,0
299,0.0699,0.195,0.2762752,4,Not eroded,0,0,0,0,1,1,0.059018812,0.516248154,0.787551277,1,0.339051356,0.571428571,0,0.98304181
304,0.126,0.285,0.286851,4,Not eroded,0,0,0,0,1,1,0.265953523,0.84859675,0.825174273,1,0.456100155,0.571428571,0.484375,0
307,0.209,0.0594,0.3045853,0,ERODED,1,1,1,1,1,1,0.572113611,0.015509601,0.888263353,1,0.652376421,0,0,0.376248664
311,0.184,0.121,0.2487009,0,Not eroded,0,1,1,1,1,1,0.479896717,0.242983752,0.689456781,1,0.033869836,0,0.63671875,0
324,0.0549,0.121,0.2858942,0,Not eroded,0,1,1,1,1,1,0.003688676,0.242983752,0.821770494,1,0.445510669,0,0,0.369459714
329,0.208,0.0821,0.2637248,4,Not eroded,0,0,0,0,1,1,0.568424935,0.099335303,0.742903719,1,0.200148459,0.571428571,0,0.61411703
333,0.263,0.0555,0.2871318,0,ERODED,1,1,1,1,1,1,0.771302103,0.001107829,0.826173208,1,0.459207939,0,0,0.384344047
338,0.242,0.0561,0.2645912,0,ERODED,1,1,1,1,1,1,0.693839911,0.003323486,0.745985903,1,0.209737434,0,0.5859375,0
340,0.212,0.298,0.3251118,0,ERODED,1,1,1,1,1,1,0.583179639,0.896602659,0.961285575,1,0.879555659,0,0.05078125,0
347,0.189,0.312,0.2496931,5,Not eroded,0,0,0,0,0,1,0.498340096,0.948301329,0.692986494,1,0.044851116,0.714285714,0,0.527353218
348,0.325,0.181,0.2995234,3,Not eroded,0,1,0,0,1,1,1,0.464549483,0.870255841,1,0.5963533,0.428571429,0,0.639524654
351,0.245,0.063,0.3175386,0,ERODED,1,1,1,1,1,1,0.704905939,0.028803545,0.934344212,1,0.795738456,0,0.15625,0
357,0.32,0.104,0.2673134,4,Not eroded,0,0,0,0,1,1,0.981556621,0.180206795,0.755670024,1,0.239865674,0.571428571,0,0.521268327
360,0.215,0.165,0.3051879,0,ERODED,1,1,1,1,1,1,0.594245666,0.405465288,0.890407079,1,0.659045761,0,0.30078125,0
362,0.253,0.175,0.2527947,3,Not eroded,0,1,0,0,1,1,0.734415345,0.44239291,0.704020315,1,0.079178406,0.428571429,0.70703125,0
365,0.0547,0.0981,0.302752,3,Not eroded,0,1,0,0,1,1,0.002950941,0.158419498,0.88174146,1,0.632086176,0.428571429,0,0.38874162
366,0.293,0.0898,0.2789606,0,Not eroded,0,1,1,1,1,1,0.881962376,0.127769572,0.797104483,1,0.368772308,0,0,0.003339007
367,0.241,0.0912,0.3057799,0,ERODED,1,1,1,1,1,1,0.690151236,0.132939439,0.892513096,1,0.665597784,0,0.34765625,0
370,0.107,0.232,0.2563347,0,Not eroded,0,1,1,1,1,1,0.195868683,0.652880355,0.716613727,1,0.118357735,0,0.578125,0
373,0.245,0.172,0.3168463,0,ERODED,1,1,1,1,1,1,0.704905939,0.431314623,0.931881382,1,0.788076352,0,0.1484375,0
375,0.193,0.223,0.3239986,0,ERODED,1,1,1,1,1,1,0.513094799,0.619645495,0.95732541,1,0.867235198,0,0.078125,0
385,0.212,0.225,0.3249834,0,ERODED,1,1,1,1,1,1,0.583179639,0.627031019,0.960828797,1,0.878134578,0,0.05078125,0
388,0.325,0.247,0.3202818,0,ERODED,1,1,1,1,1,1,1,0.708271787,0.944103039,1,0.826099116,0,0,0.015654937
389,0.174,0.0799,0.3258279,0,ERODED,1,1,1,1,1,1,0.443009959,0.091211226,0.963833073,1,0.887481172,0,0,0.000181099
391,0.144,0.0995,0.3263641,0,ERODED,1,1,1,1,1,1,0.332349686,0.163589365,0.965740584,1,0.893415623,0,0.03515625,0
392,0.292,0.255,0.2602234,0,Not eroded,0,1,1,1,1,1,0.8782737,0.737813885,0.730447625,1,0.161396339,0,0.44140625,0
397,0.15,0.301,0.2969194,4,ERODED,1,0,0,0,1,1,0.354481741,0.907680945,0.860992213,1,0.567533251,0.571428571,0,0.389294334
407,0.2,0.293,0.2622855,2,Not eroded,0,1,0,1,1,1,0.538915529,0.878138848,0.737783466,1,0.184218852,0.285714286,0.48828125,0
411,0.0551,0.279,0.2521218,0,Not eroded,0,1,1,1,1,1,0.004426411,0.826440177,0.7016265,1,0.071731013,0,0,0.170532612
417,0.0774,0.22,0.3255926,0,ERODED,1,1,1,1,1,1,0.08668388,0.608567208,0.962996003,1,0.884876964,0,0,0.688927998
418,0.0875,0.0979,0.258307,3,Not eroded,0,1,0,0,1,1,0.123939506,0.157680945,0.723630107,1,0.140186377,0.428571429,0,0.000143369
420,0.198,0.0758,0.3250503,0,ERODED,1,1,1,1,1,1,0.531538178,0.076070901,0.961066791,1,0.878875001,0,0,0.695181516
424,0.139,0.325,0.3082292,0,ERODED,1,1,1,1,1,1,0.313906308,0.996307238,0.901226385,1,0.692705674,0,0,0.408164597
431,0.323,0.212,0.3175222,0,ERODED,1,1,1,1,1,1,0.992622648,0.579025111,0.93428587,1,0.795556947,0,0,0.357712324
433,0.284,0.169,0.2472313,2,Not eroded,0,1,0,1,1,1,0.848764294,0.420236337,0.684228737,1,0.017604881,0.285714286,0,0.000442723
434,0.23,0.224,0.249556,0,Not eroded,0,1,1,1,1,1,0.649575802,0.623338257,0.692498766,1,0.043333747,0,0.734375,0
436,0.178,0.277,0.2706983,0,Not eroded,0,1,1,1,1,1,0.457764662,0.819054653,0.767711673,1,0.277328417,0,0.515625,0
449,0.0569,0.157,0.3088389,0,ERODED,1,1,1,1,1,1,0.011066027,0.375923191,0.903395369,1,0.699453594,0,0,0.675268333
452,0.285,0.105,0.2742812,0,Not eroded,0,1,1,1,1,1,0.852452969,0.183899557,0.7804577,1,0.316982547,0,0.6953125,0.29342712
455,0.174,0.0884,0.3185012,0,ERODED,1,1,1,1,1,1,0.443009959,0.122599705,0.937768624,1,0.806392135,0,0,0.000140922
456,0.131,0.162,0.2786242,0,Not eroded,0,1,1,1,1,1,0.284396902,0.394387001,0.795907753,1,0.365049165,0,0.36328125,0.541706739
459,0.216,0.126,0.2522373,0,Not eroded,0,1,1,1,1,1,0.597934342,0.261447563,0.702037386,1,0.073009322,0,0.74609375,0
465,0.194,0.319,0.2545309,6,Not eroded,0,0,0,0,0,0,0.516783475,0.974150665,0.710196779,1,0.098393986,0.857142857,0,0.003372237
467,0.215,0.104,0.2978551,0,ERODED,1,1,1,1,1,1,0.594245666,0.180206795,0.864320929,1,0.577889211,0,0.40234375,0
469,0.267,0.0555,0.3041279,0,ERODED,1,1,1,1,1,1,0.786056806,0.001107829,0.88663617,1,0.647314097,0,0.3125,0
474,0.258,0.133,0.2966619,0,Not eroded,0,1,1,1,1,1,0.752858724,0.287296898,0.860076167,1,0.564683342,0,0.3125,0
481,0.132,0.32,0.3321166,0,ERODED,1,1,1,1,1,1,0.288085577,0.977843427,0.986204878,1,0.957082033,0,0,0.751621415
484,0.306,0.0737,0.2837055,4,Not eroded,0,0,0,0,1,1,0.92991516,0.0683161,0.813984279,1,0.421286997,0.571428571,0,0.423480224
486,0.126,0.275,0.2536246,0,Not eroded,0,1,1,1,1,1,0.265953523,0.811669129,0.706972652,1,0.088363413,0,0.76171875,0.380251629
489,0.172,0.286,0.2726733,0,Not eroded,0,1,1,1,1,1,0.435632608,0.852289513,0.774737659,1,0.299186941,0,0.53125,0
490,0.309,0.0555,0.2894163,4,Not eroded,0,0,0,0,1,1,0.940981188,0.001107829,0.834300228,1,0.484491888,0.571428571,0.2578125,0
493,0.259,0.0677,0.3026619,0,ERODED,1,1,1,1,1,1,0.756547399,0.046159527,0.881420932,1,0.631088985,0,0,0.926531976
494,0.113,0.245,0.2999597,3,Not eroded,0,1,0,0,1,1,0.218000738,0.700886263,0.871807961,1,0.601182097,0.428571429,0.20703125,0.531259494
495,0.214,0.099,0.3248844,0,ERODED,1,1,1,1,1,1,0.59055699,0.161742984,0.960476609,1,0.877038885,0,0.09375,0
499,0.316,0.214,0.2944908,0,ERODED,1,1,1,1,1,1,0.966801918,0.586410635,0.852352563,1,0.54065446,0,0,0.827471087
511,0.294,0.25,0.2913778,0,Not eroded,0,1,1,1,1,1,0.885651051,0.719350074,0.841278187,1,0.506200999,0,0.27734375,0.095732315
513,0.0548,0.15,0.2571364,0,Not eroded,0,1,1,1,1,1,0.003319808,0.350073855,0.719465743,1,0.127230636,0,0,0.355425697
515,0.22,0.195,0.2956856,0,ERODED,1,1,1,1,1,1,0.612689045,0.516248154,0.856603018,1,0.553878037,0,0.37890625,0
524,0.0633,0.285,0.3049426,0,ERODED,1,1,1,1,1,1,0.034673552,0.84859675,0.889534434,1,0.656330877,0,0,0.46082154
528,0.286,0.317,0.2823089,0,ERODED,1,1,1,1,1,1,0.856141645,0.96676514,0.809015929,1,0.405829977,0,0,0.508269099
533,0.0993,0.212,0.2782406,0,Not eroded,0,1,1,1,1,1,0.16746588,0.579025111,0.794543111,1,0.360803631,0,0.44140625,0
535,0.0645,0.141,0.3060008,0,ERODED,1,1,1,1,1,1,0.039099963,0.316838996,0.893298939,1,0.668042618,0,0,0.359760733
542,0.259,0.133,0.2772111,0,Not eroded,0,1,1,1,1,1,0.756547399,0.287296898,0.790880705,1,0.349409529,0,0.54296875,0
543,0.324,0.155,0.2636288,3,Not eroded,0,1,0,0,1,1,0.996311324,0.368537666,0.742562203,1,0.199085969,0.428571429,0.390625,0
544,0.126,0.0875,0.3011699,0,ERODED,1,1,1,1,1,1,0.265953523,0.119276219,0.876113201,1,0.614576115,0,0.23046875,0
546,0.16,0.147,0.3021969,0,ERODED,1,1,1,1,1,1,0.391368499,0.338995569,0.879766713,1,0.625942548,0,0.23828125,0
547,0.232,0.105,0.2729668,3,Not eroded,0,1,0,0,1,1,0.656953154,0.183899557,0.775781773,1,0.302435284,0.428571429,0.7265625,0
552,0.319,0.186,0.2914653,3,Not eroded,0,1,0,0,1,1,0.977867945,0.483013294,0.841589465,1,0.507169415,0.428571429,0,0.910504796
555,0.324,0.231,0.3103465,0,ERODED,1,1,1,1,1,1,0.996311324,0.649187592,0.908758597,1,0.716139119,0,0,0.182652551
556,0.244,0.146,0.2593663,2,Not eroded,0,1,0,1,1,1,0.701217263,0.335302806,0.727398526,1,0.151910293,0.285714286,0.6484375,0
564,0.203,0.297,0.2837108,0,Not eroded,0,1,1,1,1,1,0.549981557,0.892909897,0.814003134,1,0.421345655,0,0,0.00256734
566,0.123,0.259,0.292445,3,Not eroded,0,1,0,0,1,1,0.254887495,0.752584934,0.84507471,1,0.51801235,0.428571429,0.33984375,0.596631964
568,0.148,0.237,0.2922394,0,Not eroded,0,1,1,1,1,1,0.34710439,0.671344165,0.844343296,1,0.51573685,0,0.33203125,0
574,0.152,0.261,0.2913569,4,Not eroded,0,0,0,0,1,1,0.361859093,0.759970458,0.841203836,1,0.505969686,0.571428571,0.35546875,0
576,0.156,0.178,0.2540967,0,Not eroded,0,1,1,1,1,1,0.376613796,0.453471196,0.708652129,1,0.093588431,0,0.55859375,0
577,0.183,0.137,0.3031555,0,ERODED,1,1,1,1,1,1,0.476208041,0.302067947,0.883176895,1,0.636551956,0,0.234375,0
578,0.243,0.255,0.2946866,0,Not eroded,0,1,1,1,1,1,0.697528587,0.737813885,0.853049114,1,0.542821498,0,0.23046875,0
582,0.272,0.292,0.3171297,0,ERODED,1,1,1,1,1,1,0.804500184,0.874446086,0.932889566,1,0.791212912,0,0,0.38428765
583,0.119,0.293,0.2879727,0,Not eroded,0,1,1,1,1,1,0.240132792,0.878138848,0.829164677,1,0.46851469,0,0.4375,0.106126068
592,0.149,0.0851,0.2568576,0,Not eroded,0,1,1,1,1,1,0.350793065,0.110413589,0.718473923,1,0.124144987,0,0.50390625,0
593,0.18,0.201,0.3267174,0,ERODED,1,1,1,1,1,1,0.465142014,0.538404727,0.966997435,1,0.897325809,0,0.0234375,0
600,0.319,0.274,0.3212791,0,ERODED,1,1,1,1,1,1,0.977867945,0.807976366,0.947650895,1,0.837136841,0,0,0.691641968
602,0.19,0.233,0.2667341,0,Not eroded,0,1,1,1,1,1,0.502028772,0.656573117,0.753609186,1,0.233454209,0,0.58203125,0
603,0.322,0.0697,0.3173887,0,ERODED,1,1,1,1,1,1,0.988933973,0.053545052,0.933810949,1,0.794079422,0,0.0546875,0
610,0.113,0.128,0.2524502,0,Not eroded,0,1,1,1,1,1,0.218000738,0.268833087,0.70279477,1,0.075365616,0,0.53515625,0
612,0.261,0.308,0.3250481,0,ERODED,1,1,1,1,1,1,0.763924751,0.933530281,0.961058965,1,0.878850652,0,0,0.689983492
614,0.0723,0.232,0.3164518,0,ERODED,1,1,1,1,1,1,0.067871634,0.652880355,0.930477963,1,0.783710181,0,0,0.803561064
616,0.176,0.275,0.2580985,3,Not eroded,0,1,0,0,1,1,0.450387311,0.811669129,0.722888377,1,0.137878781,0.428571429,0.625,0
617,0.316,0.244,0.2467195,3,Not eroded,0,1,0,0,1,1,0.966801918,0.697193501,0.682408028,1,0.011940479,0.428571429,0,0.252915195
619,0.242,0.123,0.2515907,0,Not eroded,0,1,1,1,1,1,0.693839911,0.250369276,0.699737132,1,0.065853007,0,0.78125,0
624,0.208,0.0873,0.3282646,0,ERODED,1,1,1,1,1,1,0.568424935,0.118537666,0.972501538,1,0.91444961,0,0,0.732453844
630,0.181,0.221,0.2693616,4,Not eroded,0,0,0,0,1,1,0.46883069,0.61225997,0.762956415,1,0.262534347,0.571428571,0.53515625,0
638,0.205,0.0555,0.2835143,3,Not eroded,0,1,0,0,1,1,0.557358908,0.001107829,0.813304093,1,0.41917087,0.428571429,0.40625,0
639,0.208,0.252,0.2803232,3,Not eroded,0,1,0,0,1,1,0.568424935,0.726735598,0.801951879,1,0.383853029,0.428571429,0.453125,0.565994486
642,0.122,0.173,0.2987232,0,Not eroded,0,1,1,1,1,1,0.25119882,0.435007386,0.867409161,1,0.587497001,0,0.1875,0
651,0.316,0.22,0.2552238,3,Not eroded,0,1,0,0,1,1,0.966801918,0.608567208,0.712661744,1,0.106062731,0.428571429,0,0.85314303
652,0.0794,0.258,0.2713806,0,Not eroded,0,1,1,1,1,1,0.094061232,0.748892171,0.770138929,1,0.284879846,0,0,0.481783693
655,0.238,0.266,0.2650328,0,Not eroded,0,1,1,1,1,1,0.679085208,0.778434269,0.747556878,1,0.214624889,0,0.45703125,0
661,0.124,0.215,0.3079965,0,ERODED,1,1,1,1,1,1,0.258576171,0.590103397,0.900398564,1,0.690130242,0,0.14453125,0
662,0.267,0.092,0.2636924,0,Not eroded,0,1,1,1,1,1,0.786056806,0.135893648,0.742788457,1,0.199789869,0,0.8203125,0.288394861
665,0.154,0.27,0.2909997,4,Not eroded,0,0,0,0,1,1,0.369236444,0.793205318,0.839933111,1,0.502016337,0.571428571,0.36328125,0.385869795
670,0.134,0.306,0.2841737,0,Not eroded,0,1,1,1,1,1,0.295462929,0.926144756,0.815649883,1,0.426468851,0,0,0.821291598
671,0.0548,0.322,0.2700409,0,Not eroded,0,1,1,1,1,1,0.003319808,0.985228951,0.765372998,1,0.270052572,0,0.23828125,0
672,0.162,0.165,0.3349118,0,ERODED,1,1,1,1,1,1,0.39874585,0.405465288,0.996148693,1,0.988018209,0,0.00390625,0
673,0.286,0.133,0.2958754,0,Not eroded,0,1,1,1,1,1,0.856141645,0.287296898,0.857278224,1,0.555978669,0,0.296875,0
674,0.0673,0.325,0.246769,0,Not eroded,0,1,1,1,1,1,0.049428255,0.996307238,0.682584123,1,0.012488326,0,0.37890625,0
676,0.243,0.209,0.3048313,0,ERODED,1,1,1,1,1,1,0.697528587,0.567946824,0.889138488,1,0.655099052,0,0.2265625,0
