Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Erosion state,Encoded erosion state,3 connectivity,1 connectivity,2 connectivity,4 connectivity,5 connectivity,Norm Initial X,Norm Initial Y,Norm Initial Z,Threshold Z,Norm2 Initial Z,Norm Connectivity,EffectivePassing,CloggingProb
196,0.202,0.209,0.328,0,ERODED,1,1,1,1,1,1,0.544781643,0.569093611,0.971520114,1,0.920257914,0,0.016736402,0
207,0.198,0.325,0.32,0,ERODED,1,1,1,1,1,1,0.529977794,1,0.943040228,1,0.840515828,0,0,0.372886572
213,0.14,0.173,0.294,3,Not eroded,0,1,0,0,1,1,0.315321984,0.435364042,0.850480598,1,0.581354048,0.428571429,0.242677824,0.393839816
219,0.162,0.286,0.278,0,ERODED,1,1,1,1,1,1,0.396743153,0.8551263,0.793520826,1,0.421869875,0,0.456066946,0
224,0.0885,0.224,0.313,0,ERODED,1,1,1,1,1,1,0.124722428,0.624814264,0.918120328,1,0.770741502,0,0.146443515,0
225,0.206,0.293,0.326,0,ERODED,1,1,1,1,1,1,0.559585492,0.881129272,0.964400142,1,0.900322392,0,0.033472803,0.521652735
235,0.314,0.223,0.322,0,ERODED,1,1,1,1,1,1,0.959289415,0.621099554,0.950160199,1,0.860451349,0,0,0.497720274
236,0.141,0.0803,0.288,4,Not eroded,0,0,0,0,1,1,0.319022946,0.091010401,0.829120684,1,0.521547483,0.571428571,0,0.413944347
239,0.213,0.0594,0.245,3,Not eroded,0,1,0,0,1,1,0.585492228,0.013372957,0.676041296,1,0.09293377,0.428571429,0,0.369513428
241,0.235,0.1,0.29,4,Not eroded,0,0,0,0,1,1,0.666913397,0.164190193,0.836240655,1,0.541483004,0.571428571,0.326359833,0
242,0.116,0.161,0.293,0,Not eroded,0,1,1,1,1,1,0.22649889,0.390787519,0.846920612,1,0.571386287,0,0.284518828,0
254,0.16,0.166,0.325,0,ERODED,1,1,1,1,1,1,0.389341229,0.40936107,0.960840157,1,0.890354631,0,0.029288703,0.412902025
259,0.222,0.325,0.316,0,ERODED,1,1,1,1,1,1,0.618800888,1,0.928800285,1,0.800644785,0,0,0.376598736
269,0.0661,0.0961,0.303,0,ERODED,1,1,1,1,1,1,0.041820873,0.149702823,0.88252047,1,0.671063894,0,0,0.823550401
270,0.152,0.21,0.276,0,Not eroded,0,1,1,1,1,1,0.359733531,0.572808321,0.786400854,1,0.401934354,0,0.376569038,0
273,0.278,0.0658,0.255,0,Not eroded,0,1,1,1,1,1,0.826054774,0.037147103,0.711641153,1,0.192611377,0,0.451882845,0
277,0.0566,0.279,0.309,0,ERODED,1,1,1,1,1,1,0.006661732,0.829123328,0.903880384,1,0.730870459,0,0,0.370129554
282,0.177,0.297,0.274,0,ERODED,1,1,1,1,1,1,0.452257587,0.895988113,0.779280883,1,0.381998832,0,0,9.08E-05
284,0.287,0.109,0.298,0,ERODED,1,1,1,1,1,1,0.859363434,0.197622585,0.864720541,1,0.621225091,0,0,0.086366102
286,0.0615,0.218,0.323,0,ERODED,1,1,1,1,1,1,0.024796447,0.602526003,0.953720185,1,0.87041911,0,0,0.505840461
294,0.106,0.209,0.281,4,Not eroded,0,0,0,0,1,1,0.189489267,0.569093611,0.804200783,1,0.451773157,0.571428571,0.405857741,0.451319916
295,0.233,0.07,0.272,4,Not eroded,0,0,0,0,1,1,0.659511473,0.052748886,0.772160911,1,0.362063311,0.571428571,0,0.621479594
301,0.196,0.0883,0.294,0,Not eroded,0,1,1,1,1,1,0.52257587,0.120728083,0.850480598,1,0.581354048,0,0.29707113,0
302,0.0555,0.205,0.309,0,ERODED,1,1,1,1,1,1,0.002590674,0.55423477,0.903880384,1,0.730870459,0,0,0.629890201
305,0.324,0.221,0.303,0,ERODED,1,1,1,1,1,1,0.996299038,0.613670134,0.88252047,1,0.671063894,0,0,0.300462793
306,0.0866,0.122,0.249,0,Not eroded,0,1,1,1,1,1,0.1176906,0.245913819,0.690281239,1,0.132804813,0,0,0.007961684
311,0.0925,0.281,0.237,0,Not eroded,0,1,1,1,1,1,0.139526277,0.836552749,0.64756141,1,0.013191683,0,0,0.000984057
314,0.24,0.235,0.292,0,Not eroded,0,1,1,1,1,1,0.685418209,0.665676077,0.843360627,1,0.561418526,0,0.326359833,0.373721739
315,0.239,0.253,0.3,3,Not eroded,0,1,0,0,1,1,0.681717246,0.732540862,0.871840513,1,0.641160612,0.428571429,0.234309623,0
317,0.278,0.224,0.29,0,Not eroded,0,1,1,1,1,1,0.826054774,0.624814264,0.836240655,1,0.541483004,0,0.389121339,0
327,0.297,0.214,0.298,0,Not eroded,0,1,1,1,1,1,0.896373057,0.587667162,0.864720541,1,0.621225091,0,0,0.274969439
328,0.241,0.0933,0.283,0,Not eroded,0,1,1,1,1,1,0.689119171,0.139301634,0.811320755,1,0.471708679,0,0.435146444,0
331,0.257,0.21,0.248,5,Not eroded,0,0,0,0,0,1,0.748334567,0.572808321,0.686721253,1,0.122837052,0.714285714,0.690376569,0
333,0.23,0.0713,0.318,0,ERODED,1,1,1,1,1,1,0.648408586,0.057578009,0.935920256,1,0.820580306,0,0,0.290074173
336,0.296,0.231,0.318,0,ERODED,1,1,1,1,1,1,0.892672095,0.650817236,0.935920256,1,0.820580306,0,0.121338912,0.036960684
337,0.205,0.259,0.256,0,Not eroded,0,1,1,1,1,1,0.55588453,0.754829123,0.715201139,1,0.202579138,0,0.677824268,0.553905677
340,0.207,0.0995,0.305,0,ERODED,1,1,1,1,1,1,0.563286454,0.162332838,0.889640441,1,0.690999416,0,0.154811715,0
344,0.306,0.0849,0.273,0,Not eroded,0,1,1,1,1,1,0.929681717,0.108098068,0.775720897,1,0.372031071,0,0,0.387387381
345,0.292,0.0604,0.255,0,Not eroded,0,1,1,1,1,1,0.877868246,0.017087667,0.711641153,1,0.192611377,0,0,0.452814011
347,0.0554,0.122,0.29,2,Not eroded,0,1,0,1,1,1,0.002220577,0.245913819,0.836240655,1,0.541483004,0.285714286,0,0.629573358
349,0.16,0.0944,0.266,0,Not eroded,0,1,1,1,1,1,0.389341229,0.143387816,0.750800997,1,0.302256746,0,0.686192469,0
351,0.239,0.144,0.24,0,Not eroded,0,1,1,1,1,1,0.681717246,0.327637444,0.658241367,1,0.043094966,0,0.811715481,0
355,0.0555,0.204,0.236,0,Not eroded,0,1,1,1,1,1,0.002590674,0.550520059,0.644001424,1,0.003223923,0,0,0.629611992
357,0.325,0.203,0.255,0,Not eroded,0,1,1,1,1,1,1,0.546805349,0.711641153,1,0.192611377,0,0,0.382130227
358,0.292,0.116,0.292,0,ERODED,1,1,1,1,1,1,0.877868246,0.223625557,0.843360627,1,0.561418526,0,0,0.056215246
359,0.313,0.215,0.317,0,ERODED,1,1,1,1,1,1,0.955588453,0.591381872,0.932360271,1,0.810612545,0,0,0.763925676
364,0.288,0.158,0.258,0,Not eroded,0,1,1,1,1,1,0.863064397,0.379643388,0.722321111,1,0.22251466,0,0.665271967,0.469768599
365,0.173,0.295,0.288,0,ERODED,1,1,1,1,1,1,0.437453738,0.888558692,0.829120684,1,0.521547483,0,0,0.000103047
369,0.226,0.0745,0.247,0,Not eroded,0,1,1,1,1,1,0.633604737,0.069465082,0.683161267,1,0.112869291,0,0.719665272,0
370,0.325,0.0688,0.286,0,Not eroded,0,1,1,1,1,1,1,0.048291233,0.822000712,1,0.501611961,0,0.079497908,0
380,0.102,0.163,0.29,4,Not eroded,0,0,0,0,1,1,0.174685418,0.398216939,0.836240655,1,0.541483004,0.571428571,0.326359833,0
381,0.239,0.292,0.284,0,Not eroded,0,1,1,1,1,1,0.681717246,0.877414562,0.81488074,1,0.48167644,0,0.405857741,0.045517021
382,0.154,0.286,0.317,0,ERODED,1,1,1,1,1,1,0.367135455,0.8551263,0.932360271,1,0.810612545,0,0.10460251,0
383,0.325,0.224,0.293,0,ERODED,1,1,1,1,1,1,1,0.624814264,0.846920612,1,0.571386287,0,0,0.03784838
385,0.128,0.104,0.285,3,Not eroded,0,1,0,0,1,1,0.270910437,0.179049034,0.818440726,1,0.491644201,0.428571429,0.49790795,0.390498346
388,0.157,0.256,0.275,0,Not eroded,0,1,1,1,1,1,0.378238342,0.743684993,0.782840869,1,0.391966593,0,0.506276151,0.400136574
389,0.0958,0.0618,0.255,0,ERODED,1,1,1,1,1,1,0.151739452,0.022288262,0.711641153,1,0.192611377,0,0.489539749,0
391,0.286,0.325,0.246,0,Not eroded,0,1,1,1,1,1,0.855662472,1,0.679601282,1,0.10290153,0,0,0.538119234
392,0.128,0.244,0.328,0,ERODED,1,1,1,1,1,1,0.270910437,0.69910847,0.971520114,1,0.920257914,0,0.016736402,0
394,0.0913,0.171,0.294,3,Not eroded,0,1,0,0,1,1,0.135085122,0.427934621,0.850480598,1,0.581354048,0.428571429,0.280334728,0
397,0.274,0.0571,0.293,0,ERODED,1,1,1,1,1,1,0.811250925,0.004829123,0.846920612,1,0.571386287,0,0.154811715,0
406,0.081,0.169,0.295,0,Not eroded,0,1,1,1,1,1,0.096965211,0.420505201,0.854040584,1,0.591321808,0,0,0.531711903
408,0.181,0.0889,0.281,0,Not eroded,0,1,1,1,1,1,0.467061436,0.122956909,0.804200783,1,0.451773157,0,0.439330544,0.505824604
420,0.0971,0.0715,0.268,0,ERODED,1,1,1,1,1,1,0.156550703,0.058320951,0.757920968,1,0.322192267,0,0,0.379740941
428,0.285,0.112,0.308,0,ERODED,1,1,1,1,1,1,0.85196151,0.208766716,0.900320399,1,0.720902698,0,0.138075314,0.06897261
432,0.25,0.125,0.29,3,Not eroded,0,1,0,0,1,1,0.722427831,0.257057949,0.836240655,1,0.541483004,0.428571429,0.364016736,0.662118615
434,0.298,0.0573,0.325,0,ERODED,1,1,1,1,1,1,0.900074019,0.005572065,0.960840157,1,0.890354631,0,0,0.415983592
442,0.191,0.206,0.326,0,ERODED,1,1,1,1,1,1,0.504071058,0.55794948,0.964400142,1,0.900322392,0,0.037656904,0
445,0.0875,0.134,0.253,0,Not eroded,0,1,1,1,1,1,0.121021466,0.290490342,0.704521182,1,0.172675856,0,0.656903766,0
446,0.0555,0.259,0.301,0,ERODED,1,1,1,1,1,1,0.002590674,0.754829123,0.875400498,1,0.651128373,0,0.117154812,0
449,0.286,0.124,0.288,0,ERODED,1,1,1,1,1,1,0.855662472,0.253343239,0.829120684,1,0.521547483,0,0.418410042,0
451,0.128,0.169,0.288,3,Not eroded,0,1,0,0,1,1,0.270910437,0.420505201,0.829120684,1,0.521547483,0.428571429,0.317991632,0
455,0.269,0.183,0.298,0,Not eroded,0,1,1,1,1,1,0.792746114,0.472511144,0.864720541,1,0.621225091,0,0.184100418,0
464,0.172,0.0841,0.256,2,Not eroded,0,1,0,1,1,1,0.433752776,0.1051263,0.715201139,1,0.202579138,0.285714286,0,0.399324735
468,0.236,0.245,0.278,0,Not eroded,0,1,1,1,1,1,0.67061436,0.70282318,0.793520826,1,0.421869875,0,0.451882845,0.485964228
471,0.196,0.303,0.281,0,ERODED,1,1,1,1,1,1,0.52257587,0.918276374,0.804200783,1,0.451773157,0,0,0.710663076
476,0.181,0.0869,0.271,3,Not eroded,0,1,0,0,1,1,0.467061436,0.115527489,0.768600926,1,0.35209555,0.428571429,0,0.556301255
477,0.243,0.0895,0.258,3,Not eroded,0,1,0,0,1,1,0.696521095,0.125185736,0.722321111,1,0.22251466,0.428571429,0.644351464,0.043516736
482,0.241,0.3,0.29,2,Not eroded,0,1,0,1,1,1,0.689119171,0.907132244,0.836240655,1,0.541483004,0.285714286,0,0.010643732
483,0.0937,0.162,0.256,0,Not eroded,0,1,1,1,1,1,0.143967432,0.394502229,0.715201139,1,0.202579138,0,0.69874477,0.173901877
486,0.064,0.172,0.237,4,Not eroded,0,0,0,0,1,1,0.034048853,0.431649331,0.64756141,1,0.013191683,0.571428571,0,0.691811687
488,0.132,0.173,0.328,0,ERODED,1,1,1,1,1,1,0.285714286,0.435364042,0.971520114,1,0.920257914,0,0.0041841,0
490,0.288,0.172,0.298,3,Not eroded,0,1,0,0,1,1,0.863064397,0.431649331,0.864720541,1,0.621225091,0.428571429,0.19665272,0.337089645
491,0.203,0.174,0.261,0,Not eroded,0,1,1,1,1,1,0.548482605,0.439078752,0.733001068,1,0.252417942,0,0.334728033,0.455091615
492,0.318,0.0978,0.283,0,Not eroded,0,1,1,1,1,1,0.974093264,0.156017831,0.811320755,1,0.471708679,0,0,0.00707521
493,0.0844,0.0563,0.242,0,ERODED,1,1,1,1,1,1,0.109548483,0.001857355,0.665361339,1,0.063030487,0,0,0.405479108
496,0.325,0.28,0.296,0,Not eroded,0,1,1,1,1,1,1,0.832838039,0.85760057,1,0.601289569,0,0.171548117,0
499,0.232,0.0563,0.249,2,Not eroded,0,1,0,1,1,1,0.655810511,0.001857355,0.690281239,1,0.132804813,0.285714286,0.514644351,0
500,0.169,0.072,0.323,0,ERODED,1,1,1,1,1,1,0.422649889,0.060178306,0.953720185,1,0.87041911,0,0,0.780985385
501,0.324,0.301,0.24,0,Not eroded,0,1,1,1,1,1,0.996299038,0.910846954,0.658241367,1,0.043094966,0,0,0.05570828
504,0.0982,0.291,0.287,0,ERODED,1,1,1,1,1,1,0.160621762,0.873699851,0.825560698,1,0.511579722,0,0,0.000677141
510,0.315,0.0757,0.274,0,Not eroded,0,1,1,1,1,1,0.962990377,0.073922734,0.779280883,1,0.381998832,0,0,0.377936984
516,0.115,0.248,0.325,0,ERODED,1,1,1,1,1,1,0.222797927,0.713967311,0.960840157,1,0.890354631,0,0.033472803,0
517,0.29,0.254,0.31,0,ERODED,1,1,1,1,1,1,0.870466321,0.736255572,0.90744037,1,0.74083822,0,0.163179916,0
519,0.29,0.159,0.268,0,Not eroded,0,1,1,1,1,1,0.870466321,0.383358098,0.757920968,1,0.322192267,0,0.569037657,0.543837494
521,0.199,0.0915,0.241,4,Not eroded,0,0,0,0,1,1,0.533678756,0.132615156,0.661801353,1,0.053062727,0.571428571,0.983263598,0
525,0.198,0.325,0.306,0,ERODED,1,1,1,1,1,1,0.529977794,1,0.893200427,1,0.700967177,0,0,0.372886572
528,0.292,0.116,0.327,0,ERODED,1,1,1,1,1,1,0.877868246,0.223625557,0.967960128,1,0.910290153,0,0,0.056215246
530,0.114,0.067,0.302,0,ERODED,1,1,1,1,1,1,0.219096965,0.041604755,0.878960484,1,0.661096134,0,0,0.834933705
532,0.325,0.0885,0.265,0,Not eroded,0,1,1,1,1,1,1,0.121471025,0.747241011,1,0.292288985,0,0,0.005303163
533,0.294,0.293,0.239,3,Not eroded,0,1,0,0,1,1,0.88527017,0.881129272,0.654681381,1,0.033127205,0.428571429,0,0.128175407
538,0.283,0.246,0.245,0,Not eroded,0,1,1,1,1,1,0.844559585,0.70653789,0.676041296,1,0.09293377,0,0.845188285,0
544,0.106,0.0578,0.24,0,ERODED,1,1,1,1,1,1,0.189489267,0.007429421,0.658241367,1,0.043094966,0,0.585774059,0
547,0.139,0.187,0.272,0,Not eroded,0,1,1,1,1,1,0.311621021,0.487369985,0.772160911,1,0.362063311,0,0.40167364,0
548,0.325,0.288,0.239,0,Not eroded,0,1,1,1,1,1,1,0.862555721,0.654681381,1,0.033127205,0,0,0.379771029
549,0.142,0.147,0.281,0,Not eroded,0,1,1,1,1,1,0.322723908,0.338781575,0.804200783,1,0.451773157,0,0.418410042,0.407195274
551,0.272,0.257,0.325,0,ERODED,1,1,1,1,1,1,0.803849001,0.747399703,0.960840157,1,0.890354631,0,0.029288703,0.074341756
562,0.317,0.111,0.286,0,Not eroded,0,1,1,1,1,1,0.970392302,0.205052006,0.822000712,1,0.501611961,0,0,0.625767104
563,0.317,0.066,0.271,0,Not eroded,0,1,1,1,1,1,0.970392302,0.037890045,0.768600926,1,0.35209555,0,0,0.193404342
569,0.159,0.303,0.25,4,Not eroded,0,0,0,0,1,1,0.385640266,0.918276374,0.693841225,1,0.142772574,0.571428571,0,0.000167127
571,0.253,0.0598,0.269,5,Not eroded,0,0,0,0,0,1,0.733530718,0.014858841,0.761480954,1,0.332160028,0.714285714,0,0.800180241
572,0.325,0.286,0.279,0,Not eroded,0,1,1,1,1,1,1,0.8551263,0.797080812,1,0.431837636,0,0,0.396900084
574,0.169,0.103,0.262,0,Not eroded,0,1,1,1,1,1,0.422649889,0.175334324,0.736561054,1,0.262385703,0,0.669456067,0
579,0.0852,0.179,0.292,4,Not eroded,0,0,0,0,1,1,0.112509252,0.457652303,0.843360627,1,0.561418526,0.571428571,0.288702929,0
584,0.0952,0.0639,0.275,0,ERODED,1,1,1,1,1,1,0.149518875,0.030089153,0.782840869,1,0.391966593,0,0,0.397679213
585,0.0555,0.109,0.293,0,ERODED,1,1,1,1,1,1,0.002590674,0.197622585,0.846920612,1,0.571386287,0,0,0.381235098
586,0.0986,0.0564,0.281,0,ERODED,1,1,1,1,1,1,0.162102147,0.002228826,0.804200783,1,0.451773157,0,0.271966527,0
590,0.145,0.0562,0.286,2,Not eroded,0,1,0,1,1,1,0.333826795,0.001485884,0.822000712,1,0.501611961,0.285714286,0.355648536,0
591,0.168,0.0611,0.321,0,ERODED,1,1,1,1,1,1,0.418948927,0.019687964,0.946600214,1,0.850483588,0,0,0.675623724
596,0.256,0.0921,0.301,5,Not eroded,0,0,0,0,0,1,0.744633605,0.134843982,0.875400498,1,0.651128373,0.714285714,0.251046025,0.042870752
600,0.227,0.0637,0.279,0,Not eroded,0,1,1,1,1,1,0.637305699,0.029346211,0.797080812,1,0.431837636,0,0.347280335,0
608,0.165,0.31,0.254,4,Not eroded,0,0,0,0,1,1,0.40784604,0.944279346,0.708081168,1,0.182643617,0.571428571,0,0.000164825
611,0.159,0.288,0.238,0,Not eroded,0,1,1,1,1,1,0.385640266,0.862555721,0.651121396,1,0.023159444,0,0.723849372,0
613,0.316,0.291,0.279,0,Not eroded,0,1,1,1,1,1,0.96669134,0.873699851,0.797080812,1,0.431837636,0,0,0.687638093
622,0.0977,0.319,0.274,0,Not eroded,0,1,1,1,1,1,0.158771281,0.977711738,0.779280883,1,0.381998832,0,0,0.708304338
623,0.233,0.0615,0.241,4,Not eroded,0,0,0,0,1,1,0.659511473,0.021173848,0.661801353,1,0.053062727,0.571428571,0,0.295828522
624,0.0828,0.278,0.244,0,Not eroded,0,1,1,1,1,1,0.103626943,0.825408618,0.67248131,1,0.082966009,0,0,0.003071642
626,0.262,0.0561,0.265,4,Not eroded,0,0,0,0,1,1,0.766839378,0.001114413,0.747241011,1,0.292288985,0.571428571,0.322175732,0
629,0.139,0.323,0.248,0,Not eroded,0,1,1,1,1,1,0.311621021,0.992570579,0.686721253,1,0.122837052,0,0,0.402640304
630,0.176,0.254,0.333,0,ERODED,1,1,1,1,1,1,0.448556625,0.736255572,0.989320043,1,0.970096718,0,0.008368201,0
635,0.125,0.233,0.241,3,Not eroded,0,1,0,0,1,1,0.25980755,0.658246657,0.661801353,1,0.053062727,0.428571429,0.59832636,0
638,0.0555,0.0605,0.236,0,Not eroded,0,1,1,1,1,1,0.002590674,0.017459138,0.644001424,1,0.003223923,0,0.418410042,0
644,0.166,0.276,0.306,0,ERODED,1,1,1,1,1,1,0.411547002,0.817979198,0.893200427,1,0.700967177,0,0.163179916,0
645,0.16,0.0902,0.294,2,Not eroded,0,1,0,1,1,1,0.389341229,0.127786033,0.850480598,1,0.581354048,0.285714286,0.292887029,0
647,0.0555,0.154,0.237,2,Not eroded,0,1,0,1,1,1,0.002590674,0.364784547,0.64756141,1,0.013191683,0.285714286,0.627615063,0
